Model Number,FLUKE A3000FC
Tool Name,A3000FC - A
Logged Data

Start Time,Stop Time,Elapsed Time,Interval,Total Readings
Jun 29 2024 12:59:17,Jun 30 2024 13:52:27,1:00:53:10,00:01:00,1494

Reading,Start Time,Duration,Max Time,Max(A AC),Average(A AC),Min Time,Min (A AC),Stop Time
119,Jun 29 2024 14:57:17,00:01:00,Jun 29 2024 14:57:34,"0.1","0.1",Jun 29 2024 14:57:24,"0",Jun 29 2024 14:58:17
120,Jun 29 2024 14:58:17,00:01:00,Jun 29 2024 14:58:40,"0.1","0.1",Jun 29 2024 14:59:06,"0",Jun 29 2024 14:59:17
121,Jun 29 2024 14:59:17,00:01:00,Jun 29 2024 15:00:16,"0.1","0.1",Jun 29 2024 14:59:38,"0",Jun 29 2024 15:00:17
122,Jun 29 2024 15:00:17,00:01:00,Jun 29 2024 15:00:21,"0.1","0.1",Jun 29 2024 15:00:36,"0",Jun 29 2024 15:01:17
123,Jun 29 2024 15:01:17,00:01:00,Jun 29 2024 15:01:58,"0.1","0.1",Jun 29 2024 15:01:43,"0",Jun 29 2024 15:02:17
124,Jun 29 2024 15:02:17,00:01:00,Jun 29 2024 15:02:24,"0.1","0.1",Jun 29 2024 15:02:47,"0",Jun 29 2024 15:03:17
125,Jun 29 2024 15:03:17,00:01:00,Jun 29 2024 15:03:49,"0.1","0.1",Jun 29 2024 15:04:16,"0",Jun 29 2024 15:04:17
126,Jun 29 2024 15:04:17,00:01:00,Jun 29 2024 15:05:12,"0.1","0.1",Jun 29 2024 15:04:59,"0",Jun 29 2024 15:05:17
127,Jun 29 2024 15:05:17,00:01:00,Jun 29 2024 15:05:17,"0.1","0.1",Jun 29 2024 15:05:54,"0",Jun 29 2024 15:06:17
128,Jun 29 2024 15:06:17,00:01:00,Jun 29 2024 15:06:47,"0.1","0.1",Jun 29 2024 15:07:09,"0",Jun 29 2024 15:07:17
129,Jun 29 2024 15:07:17,00:01:00,Jun 29 2024 15:08:16,"0.1","0.1",Jun 29 2024 15:07:54,"0",Jun 29 2024 15:08:17
130,Jun 29 2024 15:08:17,00:01:00,Jun 29 2024 15:09:05,"0.1","0.1",Jun 29 2024 15:09:00,"0",Jun 29 2024 15:09:17
131,Jun 29 2024 15:09:17,00:01:00,Jun 29 2024 15:10:01,"0.1","0.1",Jun 29 2024 15:09:25,"0",Jun 29 2024 15:10:17
132,Jun 29 2024 15:10:17,00:01:00,Jun 29 2024 15:10:49,"0.1","0.1",Jun 29 2024 15:10:56,"0",Jun 29 2024 15:11:17
133,Jun 29 2024 15:11:17,00:01:00,Jun 29 2024 15:11:39,"0.1","0.1",Jun 29 2024 15:11:36,"0",Jun 29 2024 15:12:17
134,Jun 29 2024 15:12:17,00:01:00,Jun 29 2024 15:12:29,"0.1","0",Jun 29 2024 15:13:00,"0",Jun 29 2024 15:13:17
135,Jun 29 2024 15:13:17,00:01:00,Jun 29 2024 15:14:07,"0.1","0",Jun 29 2024 15:13:24,"0",Jun 29 2024 15:14:17
136,Jun 29 2024 15:14:17,00:01:00,Jun 29 2024 15:14:59,"0.1","0",Jun 29 2024 15:14:53,"0",Jun 29 2024 15:15:17
137,Jun 29 2024 15:15:17,00:01:00,Jun 29 2024 15:15:56,"0.1","0",Jun 29 2024 15:16:16,"0",Jun 29 2024 15:16:17
138,Jun 29 2024 15:16:17,00:01:00,Jun 29 2024 15:16:45,"0.1","0",Jun 29 2024 15:17:00,"0",Jun 29 2024 15:17:17
139,Jun 29 2024 15:17:17,00:01:00,Jun 29 2024 15:17:45,"0.1","0",Jun 29 2024 15:17:30,"0",Jun 29 2024 15:18:17
140,Jun 29 2024 15:18:17,00:01:00,Jun 29 2024 15:18:40,"0.1","0",Jun 29 2024 15:18:46,"0",Jun 29 2024 15:19:17
141,Jun 29 2024 15:19:17,00:01:00,Jun 29 2024 15:20:03,"0.1","0",Jun 29 2024 15:20:04,"0",Jun 29 2024 15:20:17
142,Jun 29 2024 15:20:17,00:01:00,Jun 29 2024 15:20:43,"0.1","0",Jun 29 2024 15:20:28,"0",Jun 29 2024 15:21:17
143,Jun 29 2024 15:21:17,00:01:00,Jun 29 2024 15:22:03,"0.1","0",Jun 29 2024 15:22:17,"0",Jun 29 2024 15:22:17
144,Jun 29 2024 15:22:17,00:01:00,Jun 29 2024 15:23:08,"0.1","0",Jun 29 2024 15:23:11,"0",Jun 29 2024 15:23:17
145,Jun 29 2024 15:23:17,00:01:00,Jun 29 2024 15:23:23,"0.1","0",Jun 29 2024 15:24:06,"0",Jun 29 2024 15:24:17
146,Jun 29 2024 15:24:17,00:01:00,Jun 29 2024 15:24:57,"0.1","0",Jun 29 2024 15:24:47,"0",Jun 29 2024 15:25:17
147,Jun 29 2024 15:25:17,00:01:00,Jun 29 2024 15:25:19,"0","0",Jun 29 2024 15:25:42,"0",Jun 29 2024 15:26:17
148,Jun 29 2024 15:26:17,00:01:00,Jun 29 2024 15:26:36,"0.1","0",Jun 29 2024 15:26:20,"0",Jun 29 2024 15:27:17
149,Jun 29 2024 15:27:17,00:01:00,Jun 29 2024 15:28:15,"0","0",Jun 29 2024 15:27:24,"0",Jun 29 2024 15:28:17
150,Jun 29 2024 15:28:17,00:01:00,Jun 29 2024 15:28:39,"0","0",Jun 29 2024 15:29:04,"0",Jun 29 2024 15:29:17
